State Weekly Claims for Unemplyment Insurance Data Not Seasonally Adjusted,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,,,
Arizona,5/25/2019,"4,129",5/18/2019,"25,609","2,804,467",0.91,,,
Arizona,6/1/2019,"4,078",5/25/2019,"25,307","2,804,467",0.9,,,
Arizona,6/8/2019,"4,670",6/1/2019,"26,308","2,804,467",0.94,,,
Arizona,6/15/2019,"4,219",6/8/2019,"25,992","2,804,467",0.93,,,
Arizona,6/22/2019,"4,177",6/15/2019,"26,606","2,804,467",0.95,,,
Arizona,6/29/2019,"4,208",6/22/2019,"26,470","2,804,467",0.94,,,
Arizona,7/6/2019,"4,412",6/29/2019,"26,689","2,804,467",0.95,,,
Arizona,7/13/2019,"5,723",7/6/2019,"27,400","2,825,215",0.97,,,
Arizona,7/20/2019,"4,549",7/13/2019,"28,825","2,825,215",1.02,,,
Arizona,7/27/2019,"4,019",7/20/2019,"29,236","2,825,215",1.03,,,
Arizona,8/3/2019,"3,908",7/27/2019,"29,299","2,825,215",1.04,,,
Arizona,8/10/2019,"3,857",8/3/2019,"28,871","2,825,215",1.02,,,
Arizona,8/17/2019,"3,514",8/10/2019,"28,619","2,825,215",1.01,,,
Arizona,8/24/2019,"3,535",8/17/2019,"27,805","2,825,215",0.98,,,
Arizona,8/31/2019,"3,622",8/24/2019,"27,263","2,825,215",0.96,,,
Arizona,9/7/2019,"3,336",8/31/2019,"25,986","2,825,215",0.92,,,
Arizona,9/14/2019,"3,643",9/7/2019,"25,426","2,825,215",0.9,,,
Arizona,9/21/2019,"3,681",9/14/2019,"24,362","2,825,215",0.86,,,
Arizona,9/28/2019,"3,757",9/21/2019,"23,611","2,825,215",0.84,,,
Arizona,10/5/2019,"3,775",9/28/2019,"23,284","2,825,215",0.82,,,
Arizona,10/12/2019,"3,916",10/5/2019,"22,290","2,845,961",0.78,,,
Arizona,10/19/2019,"3,510",10/12/2019,"21,911","2,845,961",0.77,,,
Arizona,10/26/2019,"3,880",10/19/2019,"21,520","2,845,961",0.76,,,
Arizona,11/2/2019,"3,966",10/26/2019,"20,865","2,845,961",0.73,,,
Arizona,11/9/2019,"3,952",11/2/2019,"20,673","2,845,961",0.73,,,
Arizona,11/16/2019,"3,701",11/9/2019,"20,489","2,845,961",0.72,,,
Arizona,11/23/2019,"3,730",11/16/2019,"19,167","2,845,961",0.67,,,
Arizona,11/30/2019,"2,527",11/23/2019,"17,371","2,845,961",0.61,,,
Arizona,12/7/2019,"4,113",11/30/2019,"18,526","2,845,961",0.65,,,
Arizona,12/14/2019,"3,296",12/7/2019,"17,436","2,845,961",0.61,,,
Arizona,12/21/2019,"3,294",12/14/2019,"17,518","2,845,961",0.62,,,
Arizona,12/28/2019,"2,155",12/21/2019,"17,508","2,845,961",0.62,,,
Arizona,1/4/2020,"3,132",12/28/2019,"17,991","2,864,180",0.63,,,
Arizona,1/11/2020,"4,654",1/4/2020,"18,259","2,864,180",0.64,,,
Arizona,1/18/2020,"4,152",1/11/2020,"18,421","2,864,180",0.64,,,
Arizona,1/25/2020,"3,475",1/18/2020,"18,401","2,864,180",0.64,,,
Arizona,2/1/2020,"3,807",1/25/2020,"18,854","2,864,180",0.66,,,
Arizona,2/8/2020,"3,636",2/1/2020,"18,461","2,864,180",0.64,,,
Arizona,2/15/2020,"3,538",2/8/2020,"18,516","2,864,180",0.65,,,
Arizona,2/22/2020,"3,151",2/15/2020,"18,217","2,864,180",0.64,,,
Arizona,2/29/2020,"3,086",2/22/2020,"18,137","2,864,180",0.63,,,
Arizona,3/7/2020,"3,357",2/29/2020,"17,593","2,864,180",0.61,,,
Arizona,3/14/2020,"3,844",3/7/2020,"17,595","2,864,180",0.61,,,
Arizona,3/21/2020,"29,348",3/14/2020,"18,108","2,864,180",0.63,,,
Arizona,3/28/2020,"88,940",3/21/2020,"26,387","2,864,180",0.92,,,
Arizona,4/4/2020,"132,428",3/28/2020,"62,597","2,864,180",2.19,,,
Arizona,4/11/2020,"98,531",4/4/2020,"120,592","2,864,180",4.21,,,
Arizona,4/18/2020,"72,457",4/11/2020,"170,262","2,885,408",5.9,,,
Arizona,4/25/2020,"52,581",4/18/2020,"196,401","2,885,408",6.81,,,
Arizona,5/2/2020,"43,023",4/25/2020,"218,760","2,885,408",7.58,,,
Arizona,5/9/2020,"31,570",5/2/2020,"228,806","2,885,408",7.93,,,
Arizona,5/16/2020,"31,957",5/9/2020,"230,566","2,885,408",7.99,,,
Arizona,5/23/2020,"26,868",5/16/2020,"217,968","2,885,408",7.55,,,
Arizona,5/30/2020,"22,012",5/23/2020,"209,944","2,885,408",7.28,,,
Arizona,6/6/2020,"24,367",5/30/2020,"210,605","2,885,408",7.3,,,
Arizona,6/13/2020,"22,419",6/6/2020,"209,529","2,885,408",7.26,,,
Arizona,6/20/2020,"25,886",6/13/2020,"217,934","2,885,408",7.55,,,
Arizona,6/27/2020,"26,328",6/20/2020,"217,505","2,885,408",7.54,,,
Arizona,7/4/2020,"25,774",6/27/2020,"216,603","2,885,408",7.51,,,
Arizona,7/11/2020,"28,695",7/4/2020,"227,419","2,905,807",7.83,,,
Arizona,7/18/2020,"21,441",7/11/2020,"229,352","2,905,807",7.89,,,
Arizona,7/25/2020,"19,063",7/18/2020,"230,822","2,905,807",7.94,,,
Arizona,8/1/2020,"15,561",7/25/2020,"232,497","2,905,807",8,,,
Arizona,8/8/2020,"11,655",8/1/2020,"219,459","2,905,807",7.55,,,
Arizona,8/15/2020,"12,775",8/8/2020,"211,212","2,905,807",7.27,,,
Arizona,8/22/2020,"12,487",8/15/2020,"205,978","2,905,807",7.09,,,
Arizona,8/29/2020,"11,705",8/22/2020,"202,716","2,905,807",6.98,,,
Arizona,9/5/2020,"11,343",8/29/2020,"200,184","2,905,807",6.89,,,
Arizona,9/12/2020,"10,015",9/5/2020,"194,479","2,905,807",6.69,,,
Arizona,9/19/2020,"9,065",9/12/2020,"190,507","2,905,807",6.56,,,
Arizona,9/26/2020,"8,208",9/19/2020,"175,837","2,905,807",6.05,,,
Arizona,10/3/2020,"7,966",9/26/2020,"168,948","2,905,807",5.81,,,
Arizona,10/10/2020,"7,925",10/3/2020,"151,436","2,927,942",5.17,,,
Arizona,10/17/2020,"7,053",10/10/2020,"137,816","2,927,942",4.71,,,
Arizona,10/24/2020,"6,813",10/17/2020,"125,852","2,927,942",4.3,,,
Arizona,10/31/2020,"6,389",10/24/2020,"112,425","2,927,942",3.84,,,
Arizona,11/7/2020,"6,410",10/31/2020,"103,243","2,927,942",3.53,,,
Arizona,11/14/2020,"6,285",11/7/2020,"95,164","2,927,942",3.25,,,
Arizona,11/21/2020,"7,154",11/14/2020,"91,485","2,927,942",3.12,,,
Arizona,11/28/2020,"5,569",11/21/2020,"81,219","2,927,942",2.77,,,
Arizona,12/5/2020,"7,362",11/28/2020,"82,614","2,927,942",2.82,,,
Arizona,12/12/2020,"6,921",12/5/2020,"75,979","2,927,942",2.59,,,
Arizona,12/19/2020,"7,032",12/12/2020,"75,045","2,927,942",2.56,,,
Arizona,12/26/2020,"6,569",12/19/2020,"69,775","2,927,942",2.38,,,
California,1/5/2019,"38,536",12/29/2018,"348,968","16,900,653",2.06,,,
California,1/12/2019,"53,519",1/5/2019,"366,000","16,987,900",2.15,,,
California,1/19/2019,"48,844",1/12/2019,"371,261","16,987,900",2.19,,,
California,1/26/2019,"56,886",1/19/2019,"388,607","16,987,900",2.29,,,
California,2/2/2019,"48,904",1/26/2019,"363,358","16,987,900",2.14,,,
California,2/9/2019,"44,850",2/2/2019,"371,696","16,987,900",2.19,,,
California,2/16/2019,"43,516",2/9/2019,"360,835","16,987,900",2.12,,,
California,2/23/2019,"34,449",2/16/2019,"386,100","16,987,900",2.27,,,
California,3/2/2019,"41,085",2/23/2019,"380,331","16,987,900",2.24,,,
California,3/9/2019,"40,896",3/2/2019,"402,138","16,987,900",2.37,,,
California,3/16/2019,"41,128",3/9/2019,"372,306","16,987,900",2.19,,,
California,3/23/2019,"39,832",3/16/2019,"384,846","16,987,900",2.27,,,
California,3/30/2019,"38,528",3/23/2019,"368,658","16,987,900",2.17,,,
California,4/6/2019,"36,227",3/30/2019,"373,823","16,987,900",2.2,,,
California,4/13/2019,"39,429",4/6/2019,"347,023","17,063,245",2.03,,,
California,4/20/2019,"43,900",4/13/2019,"361,762","17,063,245",2.12,,,
California,4/27/2019,"40,312",4/20/2019,"333,180","17,063,245",1.95,,,
California,5/4/2019,"38,392",4/27/2019,"342,461","17,063,245",2.01,,,
California,5/11/2019,"39,618",5/4/2019,"330,763","17,063,245",1.94,,,
California,5/18/2019,"37,428",5/11/2019,"344,735","17,063,245",2.02,,,
California,5/25/2019,"38,275",5/18/2019,"319,156","17,063,245",1.87,,,
California,6/1/2019,"34,781",5/25/2019,"317,598","17,063,245",1.86,,,
California,6/8/2019,"41,288",6/1/2019,"317,108","17,063,245",1.86,,,
California,6/15/2019,"38,753",6/8/2019,"300,412","17,063,245",1.76,,,
California,6/22/2019,"44,396",6/15/2019,"306,005","17,063,245",1.79,,,
California,6/29/2019,"42,404",6/22/2019,"300,575","17,063,245",1.76,,,
California,7/6/2019,"35,194",6/29/2019,"307,450","17,063,245",1.8,,,
California,7/13/2019,"39,061",7/6/2019,"301,444","17,144,715",1.76,,,
California,7/20/2019,"39,341",7/13/2019,"306,388","17,144,715",1.79,,,
California,7/27/2019,"38,438",7/20/2019,"311,686","17,144,715",1.82,,,
California,8/3/2019,"36,041",7/27/2019,"305,372","17,144,715",1.78,,,
California,8/10/2019,"41,404",8/3/2019,"329,057","17,144,715",1.92,,,
California,8/17/2019,"35,430",8/10/2019,"294,646","17,144,715",1.72,,,
California,8/24/2019,"34,596",8/17/2019,"307,762","17,144,715",1.8,,,
California,8/31/2019,"34,358",8/24/2019,"290,655","17,144,715",1.7,,,
California,9/7/2019,"30,771",8/31/2019,"269,570","17,144,715",1.57,,,
California,9/14/2019,"34,650",9/7/2019,"285,564","17,144,715",1.67,,,
California,9/21/2019,"35,161",9/14/2019,"279,176","17,144,715",1.63,,,
California,9/28/2019,"33,226",9/21/2019,"277,881","17,144,715",1.62,,,
California,10/5/2019,"33,326",9/28/2019,"276,630","17,144,715",1.61,,,
California,10/12/2019,"40,182",10/5/2019,"260,397","17,203,829",1.51,,,
California,10/19/2019,"39,191",10/12/2019,"258,717","17,203,829",1.5,,,
California,10/26/2019,"41,081",10/19/2019,"281,060","17,203,829",1.63,,,
California,11/2/2019,"39,332",10/26/2019,"267,628","17,203,829",1.56,,,
California,11/9/2019,"45,816",11/2/2019,"284,199","17,203,829",1.65,,,
California,11/16/2019,"40,749",11/9/2019,"274,354","17,203,829",1.59,,,
California,11/23/2019,"49,133",11/16/2019,"291,706","17,203,829",1.7,,,
California,11/30/2019,"36,457",11/23/2019,"259,563","17,203,829",1.51,,,
California,12/7/2019,"48,434",11/30/2019,"327,504","17,203,829",1.9,,,
California,12/14/2019,"47,521",12/7/2019,"321,564","17,203,829",1.87,,,
California,12/21/2019,"49,943",12/14/2019,"325,387","17,203,829",1.89,,,
California,12/28/2019,"34,301",12/21/2019,"300,551","17,203,829",1.75,,,
California,1/4/2020,"36,720",12/28/2019,"359,606","17,203,829",2.09,,,
California,1/11/2020,"51,993",1/4/2020,"356,376","17,265,039",2.06,,,
California,1/18/2020,"64,858",1/11/2020,"376,947","17,265,039",2.18,,,
California,1/25/2020,"45,596",1/18/2020,"336,269","17,265,039",1.95,,,
California,2/1/2020,"43,458",1/25/2020,"388,341","17,265,039",2.25,,,
California,2/8/2020,"40,392",2/1/2020,"359,156","17,265,039",2.08,,,
California,2/15/2020,"43,445",2/8/2020,"375,305","17,265,039",2.17,,,
California,2/22/2020,"34,979",2/15/2020,"349,252","17,265,039",2.02,,,
California,2/29/2020,"41,678",2/22/2020,"369,988","17,265,039",2.14,,,
California,3/7/2020,"43,385",2/29/2020,"378,864","17,265,039",2.19,,,
California,3/14/2020,"57,606",3/7/2020,"351,344","17,265,039",2.04,,,
California,3/21/2020,"186,333",3/14/2020,"421,912","17,265,039",2.44,,,
California,3/28/2020,"1,058,325",3/21/2020,"400,565","17,265,039",2.32,,,
California,4/4/2020,"918,814",3/28/2020,"1,076,761","17,265,039",6.24,,,
California,4/11/2020,"655,472",4/4/2020,"1,429,954","17,330,010",8.25,,,
California,4/18/2020,"528,360",4/11/2020,"2,422,458","17,330,010",13.98,,,
California,4/25/2020,"325,343",4/18/2020,"1,887,575","17,330,010",10.89,,,
California,5/2/2020,"316,257",4/25/2020,"4,808,361","17,330,010",27.75,,,
California,5/9/2020,"212,667",5/2/2020,"2,850,204","17,330,010",16.45,,,
California,5/16/2020,"244,431",5/9/2020,"3,565,153","17,330,010",20.57,,,
California,5/23/2020,"203,262",5/16/2020,"2,155,310","17,330,010",12.44,,,
California,5/30/2020,"228,634",5/23/2020,"2,752,401","17,330,010",15.88,,,
California,6/6/2020,"255,836",5/30/2020,"2,812,484","17,330,010",16.23,,,
California,6/13/2020,"241,424",6/6/2020,"3,001,413","17,330,010",17.32,,,
California,6/20/2020,"284,494",6/13/2020,"2,779,425","17,330,010",16.04,,,
California,6/27/2020,"277,362",6/20/2020,"2,901,601","17,330,010",16.74,,,
California,7/4/2020,"264,791",6/27/2020,"2,758,474","17,330,010",15.92,,,
California,7/11/2020,"284,914",7/4/2020,"2,946,807","17,396,834",16.94,,,
California,7/18/2020,"289,594",7/11/2020,"2,704,904","17,396,834",15.55,,,
California,7/25/2020,"244,653",7/18/2020,"3,140,619","17,396,834",18.05,,,
California,8/1/2020,"222,043",7/25/2020,"2,789,482","17,396,834",16.03,,,
California,8/8/2020,"202,509",8/1/2020,"2,961,188","17,396,834",17.02,,,
California,8/15/2020,"190,354",8/8/2020,"2,806,840","17,396,834",16.13,,,
California,8/22/2020,"196,916",8/15/2020,"2,837,991","17,396,834",16.31,,,
California,8/29/2020,"219,563",8/22/2020,"2,570,005","17,396,834",14.77,,,
California,9/5/2020,"243,404",8/29/2020,"3,012,587","17,396,834",17.32,,,
California,9/12/2020,"226,004",9/5/2020,"2,724,331","17,396,834",15.66,,,
California,9/19/2020,"226,179",9/12/2020,"2,802,145","17,396,834",16.11,,,
California,9/26/2020,"171,220",9/19/2020,"2,274,592","17,396,834",13.07,,,
California,10/3/2020,"148,213",9/26/2020,"2,212,779","17,396,834",12.72,,,
California,10/10/2020,"176,083",10/3/2020,"2,011,273","17,473,068",11.51,,,
California,10/17/2020,"159,876",10/10/2020,"1,836,240","17,473,068",10.51,,,
California,10/24/2020,"152,176",10/17/2020,"1,653,245","17,473,068",9.46,,,
California,10/31/2020,"152,480",10/24/2020,"1,561,263","17,473,068",8.94,,,
California,11/7/2020,"157,773",10/31/2020,"1,446,336","17,473,068",8.28,,,
California,11/14/2020,"158,825",11/7/2020,"1,388,837","17,473,068",7.95,,,
California,11/21/2020,"168,186",11/14/2020,"1,277,409","17,473,068",7.31,,,
California,11/28/2020,"130,383",11/21/2020,"1,103,423","17,473,068",6.31,,,
California,12/5/2020,"178,724",11/28/2020,"1,224,826","17,473,068",7.01,,,
California,12/12/2020,"204,388",12/5/2020,"1,159,688","17,473,068",6.64,,,
California,12/19/2020,"158,661",12/12/2020,"1,006,699","17,473,068",5.76,,,
California,12/26/2020,"168,732",12/19/2020,"1,048,514","17,473,068",6,,,
Colorado,1/5/2019,"2,710",12/29/2018,"21,864","2,571,804",0.85,,,
Colorado,1/12/2019,"3,077",1/5/2019,"21,215","2,588,607",0.82,,,
Colorado,1/19/2019,"2,701",1/12/2019,"21,748","2,588,607",0.84,,,
Colorado,1/26/2019,"2,409",1/19/2019,"23,144","2,588,607",0.89,,,
Colorado,2/2/2019,"2,275",1/26/2019,"22,589","2,588,607",0.87,,,
Colorado,2/9/2019,"2,210",2/2/2019,"23,442","2,588,607",0.91,,,
Colorado,2/16/2019,"1,813",2/9/2019,"22,326","2,588,607",0.86,,,
Colorado,2/23/2019,"1,925",2/16/2019,"23,469","2,588,607",0.91,,,
Colorado,3/2/2019,"1,719",2/23/2019,"22,043","2,588,607",0.85,,,
Colorado,3/9/2019,"1,891",3/2/2019,"23,142","2,588,607",0.89,,,
Colorado,3/16/2019,"1,506",3/9/2019,"21,189","2,588,607",0.82,,,
Colorado,3/23/2019,"1,550",3/16/2019,"22,886","2,588,607",0.88,,,
Colorado,3/30/2019,"1,483",3/23/2019,"20,354","2,588,607",0.79,,,
Colorado,4/6/2019,"1,903",3/30/2019,"20,735","2,588,607",0.8,,,
Colorado,4/13/2019,"2,037",4/6/2019,"18,236","2,605,045",0.7,,,
Colorado,4/20/2019,"1,989",4/13/2019,"19,035","2,605,045",0.73,,,
Colorado,4/27/2019,"1,945",4/20/2019,"18,239","2,605,045",0.7,,,
Colorado,5/4/2019,"1,813",4/27/2019,"18,717","2,605,045",0.72,,,
Colorado,5/11/2019,"1,765",5/4/2019,"18,094","2,605,045",0.69,,,
Colorado,5/18/2019,"1,617",5/11/2019,"18,533","2,605,045",0.71,,,
Colorado,5/25/2019,"1,880",5/18/2019,"18,166","2,605,045",0.7,,,
Colorado,6/1/2019,"1,613",5/25/2019,"17,684","2,605,045",0.68,,,
Colorado,6/8/2019,"1,978",6/1/2019,"18,061","2,605,045",0.69,,,
Colorado,6/15/2019,"1,517",6/8/2019,"17,158","2,605,045",0.66,,,
Colorado,6/22/2019,"1,537",6/15/2019,"18,078","2,605,045",0.69,,,
Colorado,6/29/2019,"1,355",6/22/2019,"16,960","2,605,045",0.65,,,
Colorado,7/6/2019,"1,450",6/29/2019,"17,305","2,605,045",0.66,,,
Colorado,7/13/2019,"1,809",7/6/2019,"16,974","2,620,560",0.65,,,
Colorado,7/20/2019,"1,506",7/13/2019,"17,249","2,620,560",0.66,,,
Colorado,7/27/2019,"1,460",7/20/2019,"16,994","2,620,560",0.65,,,
Colorado,8/3/2019,"1,512",7/27/2019,"17,233","2,620,560",0.66,,,
Colorado,8/10/2019,"1,542",8/3/2019,"16,862","2,620,560",0.64,,,
Colorado,8/17/2019,"1,471",8/10/2019,"16,765","2,620,560",0.64,,,
Colorado,8/24/2019,"1,486",8/17/2019,"16,298","2,620,560",0.62,,,
Colorado,8/31/2019,"1,510",8/24/2019,"15,947","2,620,560",0.61,,,
Colorado,9/7/2019,"1,465",8/31/2019,"15,460","2,620,560",0.59,,,
Colorado,9/14/2019,"1,467",9/7/2019,"15,597","2,620,560",0.6,,,
Colorado,9/21/2019,"1,418",9/14/2019,"15,379","2,620,560",0.59,,,
Colorado,9/28/2019,"1,429",9/21/2019,"15,283","2,620,560",0.58,,,
Colorado,10/5/2019,"1,967",9/28/2019,"15,426","2,620,560",0.59,,,
Colorado,10/12/2019,"2,002",10/5/2019,"14,966","2,635,231",0.57,,,
Colorado,10/19/2019,"1,879",10/12/2019,"15,647","2,635,231",0.59,,,
Colorado,10/26/2019,"1,849",10/19/2019,"16,182","2,635,231",0.61,,,
Colorado,11/2/2019,"3,112",10/26/2019,"16,374","2,635,231",0.62,,,
Colorado,11/9/2019,"2,318",11/2/2019,"16,845","2,635,231",0.64,,,
Colorado,11/16/2019,"2,141",11/9/2019,"17,887","2,635,231",0.68,,,
Colorado,11/23/2019,"2,302",11/16/2019,"17,971","2,635,231",0.68,,,
Colorado,11/30/2019,"1,910",11/23/2019,"17,224","2,635,231",0.65,,,
Colorado,12/7/2019,"3,162",11/30/2019,"19,664","2,635,231",0.75,,,
Colorado,12/14/2019,"2,279",12/7/2019,"19,433","2,635,231",0.74,,,
Colorado,12/21/2019,"2,360",12/14/2019,"19,837","2,635,231",0.75,,,
Colorado,12/28/2019,"1,723",12/21/2019,"18,779","2,635,231",0.71,,,
Colorado,1/4/2020,"2,431",12/28/2019,"21,391","2,635,231",0.81,,,
Colorado,1/11/2020,"3,001",1/4/2020,"21,492","2,650,335",0.81,,,
Colorado,1/18/2020,"2,522",1/11/2020,"21,104","2,650,335",0.8,,,
Colorado,1/25/2020,"2,164",1/18/2020,"22,738","2,650,335",0.86,,,
Colorado,2/1/2020,"2,049",1/25/2020,"21,560","2,650,335",0.81,,,
Colorado,2/8/2020,"2,482",2/1/2020,"22,881","2,650,335",0.86,,,
Colorado,2/15/2020,"2,209",2/8/2020,"22,076","2,650,335",0.83,,,
Colorado,2/22/2020,"1,862",2/15/2020,"23,694","2,650,335",0.89,,,
Colorado,2/29/2020,"1,681",2/22/2020,"22,409","2,650,335",0.85,,,
Colorado,3/7/2020,"1,865",2/29/2020,"22,908","2,650,335",0.86,,,
Colorado,3/14/2020,"2,321",3/7/2020,"21,260","2,650,335",0.8,,,
Colorado,3/21/2020,"19,774",3/14/2020,"21,309","2,650,335",0.8,,,
Colorado,3/28/2020,"61,838",3/21/2020,"21,956","2,650,335",0.83,,,
Colorado,4/4/2020,"46,326",3/28/2020,"73,584","2,650,335",2.78,,,
Colorado,4/11/2020,"104,572",4/4/2020,"166,593","2,666,358",6.25,,,
Colorado,4/18/2020,"67,639",4/11/2020,"171,434","2,666,358",6.43,,,
Colorado,4/25/2020,"38,662",4/18/2020,"228,713","2,666,358",8.58,,,
Colorado,5/2/2020,"28,360",4/25/2020,"228,683","2,666,358",8.58,,,
Colorado,5/9/2020,"22,732",5/2/2020,"261,951","2,666,358",9.82,,,
Colorado,5/16/2020,"18,054",5/9/2020,"246,507","2,666,358",9.25,,,
Colorado,5/23/2020,"15,719",5/16/2020,"265,499","2,666,358",9.96,,,
Colorado,5/30/2020,"12,519",5/23/2020,"244,600","2,666,358",9.17,,,
Colorado,6/6/2020,"13,098",5/30/2020,"263,810","2,666,358",9.89,,,
Colorado,6/13/2020,"10,382",6/6/2020,"242,785","2,666,358",9.11,,,
Colorado,6/20/2020,"10,013",6/13/2020,"259,341","2,666,358",9.73,,,
Colorado,6/27/2020,"8,646",6/20/2020,"237,236","2,666,358",8.9,,,
Colorado,7/4/2020,"7,928",6/27/2020,"246,108","2,666,358",9.23,,,
Colorado,7/11/2020,"10,554",7/4/2020,"228,224","2,681,376",8.51,,,
Colorado,7/18/2020,"8,531",7/11/2020,"239,098","2,681,376",8.92,,,
Colorado,7/25/2020,"8,037",7/18/2020,"224,204","2,681,376",8.36,,,
Colorado,8/1/2020,"7,167",7/25/2020,"224,130","2,681,376",8.36,,,
Colorado,8/8/2020,"6,231",8/1/2020,"198,702","2,681,376",7.41,,,
Colorado,8/15/2020,"6,971",8/8/2020,"197,296","2,681,376",7.36,,,
Colorado,8/22/2020,"6,483",8/15/2020,"180,390","2,681,376",6.73,,,
Colorado,8/29/2020,"5,863",8/22/2020,"177,822","2,681,376",6.63,,,
Colorado,9/5/2020,"6,031",8/29/2020,"162,261","2,681,376",6.05,,,
Colorado,9/12/2020,"5,171",9/5/2020,"157,091","2,681,376",5.86,,,
Colorado,9/19/2020,"5,115",9/12/2020,"151,250","2,681,376",5.64,,,
Colorado,9/26/2020,"4,862",9/19/2020,"143,856","2,681,376",5.37,,,
Colorado,10/3/2020,"5,919",9/26/2020,"127,012","2,681,376",4.74,,,
Colorado,10/10/2020,"6,406",10/3/2020,"124,333","2,692,685",4.62,,,
Colorado,10/17/2020,"5,759",10/10/2020,"111,822","2,692,685",4.15,,,
Colorado,10/24/2020,"6,071",10/17/2020,"105,759","2,692,685",3.93,,,
Colorado,10/31/2020,"7,138",10/24/2020,"96,782","2,692,685",3.59,,,
Colorado,11/7/2020,"7,516",10/31/2020,"92,367","2,692,685",3.43,,,
Colorado,11/14/2020,"9,205",11/7/2020,"86,785","2,692,685",3.22,,,
Colorado,11/21/2020,"15,266",11/14/2020,"86,082","2,692,685",3.2,,,
Colorado,11/28/2020,"17,171",11/21/2020,"79,697","2,692,685",2.96,,,
Colorado,12/5/2020,"19,087",11/28/2020,"91,648","2,692,685",3.4,,,
Colorado,12/12/2020,"19,897",12/5/2020,"97,572","2,692,685",3.62,,,
Colorado,12/19/2020,"18,165",12/12/2020,"98,885","2,692,685",3.67,,,
Colorado,12/26/2020,"16,702",12/19/2020,"103,251","2,692,685",3.83,,,
Connecticut,1/5/2019,"8,684",12/29/2018,"47,573","1,651,735",2.88,,,
Connecticut,1/12/2019,"5,598",1/5/2019,"43,943","1,652,078",2.66,,,
Connecticut,1/19/2019,"3,652",1/12/2019,"41,626","1,652,078",2.52,,,
Connecticut,1/26/2019,"3,140",1/19/2019,"41,248","1,652,078",2.5,,,
Connecticut,2/2/2019,"2,906",1/26/2019,"41,734","1,652,078",2.53,,,
Connecticut,2/9/2019,"2,918",2/2/2019,"41,616","1,652,078",2.52,,,
Connecticut,2/16/2019,"2,296",2/9/2019,"40,134","1,652,078",2.43,,,
Connecticut,2/23/2019,"3,239",2/16/2019,"42,137","1,652,078",2.55,,,
Connecticut,3/2/2019,"2,487",2/23/2019,"42,912","1,652,078",2.6,,,
Connecticut,3/9/2019,"2,703",3/2/2019,"41,203","1,652,078",2.49,,,
Connecticut,3/16/2019,"2,821",3/9/2019,"41,068","1,652,078",2.49,,,
Connecticut,3/23/2019,"2,508",3/16/2019,"41,127","1,652,078",2.49,,,
Connecticut,3/30/2019,"1,962",3/23/2019,"39,190","1,652,078",2.37,,,
Connecticut,4/6/2019,"2,329",3/30/2019,"36,092","1,652,078",2.18,,,
Connecticut,4/13/2019,"3,454",4/6/2019,"33,500","1,653,688",2.03,,,
Connecticut,4/20/2019,"7,462",4/13/2019,"34,116","1,653,688",2.06,,,
Connecticut,4/27/2019,"5,685",4/20/2019,"39,410","1,653,688",2.38,,,
Connecticut,5/4/2019,"2,477",4/27/2019,"30,858","1,653,688",1.87,,,
Connecticut,5/11/2019,"2,150",5/4/2019,"28,954","1,653,688",1.75,,,
Connecticut,5/18/2019,"2,582",5/11/2019,"28,585","1,653,688",1.73,,,
Connecticut,5/25/2019,"2,692",5/18/2019,"28,460","1,653,688",1.72,,,
Connecticut,6/1/2019,"2,124",5/25/2019,"28,471","1,653,688",1.72,,,
Connecticut,6/8/2019,"2,517",6/1/2019,"28,844","1,653,688",1.74,,,
Connecticut,6/15/2019,"3,080",6/8/2019,"28,474","1,653,688",1.72,,,
Connecticut,6/22/2019,"6,799",6/15/2019,"29,791","1,653,688",1.8,,,
Connecticut,6/29/2019,"5,107",6/22/2019,"35,091","1,653,688",2.12,,,
Connecticut,7/6/2019,"3,551",6/29/2019,"35,681","1,653,688",2.16,,,
Connecticut,7/13/2019,"3,255",7/6/2019,"36,920","1,655,693",2.23,,,
Connecticut,7/20/2019,"2,603",7/13/2019,"35,937","1,655,693",2.17,,,
Connecticut,7/27/2019,"2,189",7/20/2019,"35,703","1,655,693",2.16,,,
Connecticut,8/3/2019,"2,662",7/27/2019,"35,284","1,655,693",2.13,,,
Connecticut,8/10/2019,"3,063",8/3/2019,"35,413","1,655,693",2.14,,,
Connecticut,8/17/2019,"2,712",8/10/2019,"36,063","1,655,693",2.18,,,
Connecticut,8/24/2019,"2,523",8/17/2019,"36,200","1,655,693",2.19,,,
Connecticut,8/31/2019,"2,206",8/24/2019,"35,463","1,655,693",2.14,,,
Connecticut,9/7/2019,"2,147",8/31/2019,"30,219","1,655,693",1.83,,,
Connecticut,9/14/2019,"2,497",9/7/2019,"26,822","1,655,693",1.62,,,
Connecticut,9/21/2019,"2,248",9/14/2019,"26,123","1,655,693",1.58,,,
Connecticut,9/28/2019,"2,030",9/21/2019,"25,657","1,655,693",1.55,,,
Connecticut,10/5/2019,"2,308",9/28/2019,"25,387","1,655,693",1.53,,,
Connecticut,10/12/2019,"2,531",10/5/2019,"25,169","1,655,540",1.52,,,
Connecticut,10/19/2019,"2,237",10/12/2019,"25,285","1,655,540",1.53,,,
